name,provide,address
Trường GDTX Ba Đình,Hà Nội,Ngõ 294 phố Đội Cấn- Quận Ba Đình
Trường GDTX Nguyễn Văn Tố,Hà Nội,Số 47 Hàng Quạt- Quận Hoàn Kiếm
Trường GDTX Hai Bà Trưng,Hà Nội,Số 14 phố Lê Gia Định- Quận Hai Bà Trưng
Trường GDTX Đống Đa,Hà Nội,Số 5 ngõ 4A  Đặng Văn Ngữ- Quận Đống Đa
Trường GDTX Tây Hồ,Hà Nội,Phường Phú Thượng- Quận Tây Hồ
Trường GDTX&DN Cầu Giấy,Hà Nội,Ngõ 223 đường  Xuân Thuỷ- Quận Cầu Giấy
Trường GDTX Thanh Xuân,Hà Nội,Số 140 Bùi Xương Trạch- Quận Thanh Xuân
Trường GDTX Hoàng Mai,Hà Nội,Phường Trần Phú- Quận Hoàng Mai
Trường GDTX Việt Hưng,Hà Nội,Phường Việt Hưng- Quận Long Biên
Trường GDTX Đông Mỹ,Hà Nội,Xã Đông Mỹ- Huyện Thanh Trì
Trường GDTX Thanh  Trì,Hà Nội,"Km 2,5 đường Phan Trọng Tuệ, xã Thanh Liệt- Huyện Thanh Trì"
Trường GDTX Đình Xuyên,Hà Nội,Xã Đình Xuyên- Huyện Gia Lâm
Trường GDTX Phú Thị,Hà Nội,Xã Đặng Xá- Huyện Gia Lâm
Trường GDTX Đông Anh,Hà Nội,Xã Uy Nỗ- Huyện Đông Anh
Trường GDTX Sóc Sơn,Hà Nội,Xã Tiên Dược- Huyện Sóc Sơn
Trường GDTX Hà Tây,Hà Nội,Số 23 Bùi Bằng Đoàn- Quận Hà Đông
Trường GDTX Sơn Tây,Hà Nội,Thị xã Sơn Tây
Trường GDTX Ba Vì,Hà Nội,Huyên Ba Vì
Trường GDTX Phúc Thọ,Hà Nội,Huyện Phúc Thọ
Trường GDTX Thạch Thất,Hà Nội,Thị trấn Liên Quan- Huyện Thạch Thất
Trường GDTX Quốc Oai,Hà Nội,Thị trấn Quốc Oai- Huyện Quốc Oai
Trường GDTX Chương Mỹ,Hà Nội,Thị trấn Chúc Sơn- Huyện Chương Mỹ
Trường GDTX Đan Phượng,Hà Nội,Thị trấn Phùng- Huyện Đan Phượng
Trường GDTX Hoài Đức,Hà Nội,Huyện Hoài Đức
Trường GDTX Thanh Oai,Hà Nội,Huyện Thanh Oai
Trường GDTX Mỹ Đức,Hà Nội,Huyện Mỹ Đức
Trường GDTX Ứng Hoà,Hà Nội,Thị trấn Vân Đình- Huyện Ứng Hoà
Trường GDTX Thường Tín,Hà Nội,Huyện Thường Tín
Trường GDTX Phú Xuyên,Hà Nội,Huyện Phú Xuyên
Trường GDTX Mê Linh,Hà Nội,Khu Hành chính- Huyện Mê Linh
Trường GDTX Từ Liêm,Hà Nội,Phường Phương Canh- Quận Nam Từ Liêm
Trường TTGDTX Quận 1,Tp. Hồ Chí Minh,16A Nguyễn Thị Minh Khai Q1
Trường TTGDTX Lê Quí Đôn,Tp. Hồ Chí Minh,94 Nguyễn Đình Chiểu Q1
Trường TTGDTX Quận 2,Tp. Hồ Chí Minh,"KP2 Nguyễn Thị Định, P. An Phú,Q2"
Trường TTGDTX Quận 3,Tp. Hồ Chí Minh,"204 Lý Chính Thắng, P9, Q3"
Trường TTGDTX Quận 4,Tp. Hồ Chí Minh,"64 - 66 Nguyễn Khoái, P. 2, Q. 4"
Trường TTGDTX Quận 5,Tp. Hồ Chí Minh,770 Nguyễn Trãi Q5
Trường TTGDTX Chu Văn An,Tp. Hồ Chí Minh,546 Ngô Gia Tự Q5
Trường TTGDTX Quận 6,Tp. Hồ Chí Minh,"743/15 Hồng Bàng, P6,  Q6"
Trường TTGDTX Quận 7,Tp. Hồ Chí Minh,"27/3 đường số 10-Khu phố 3-P.Bình Thuận, Q. 7"
Trường TTGDTX Quận 8,Tp. Hồ Chí Minh,"3-5 Huỳnh Thị Phụng, P. 4, Q. 8"
Trường TTGDTX Quận 9,Tp. Hồ Chí Minh,"Đ Đình Phong Phú kp 1, P. Tăng Nhơn Phú, B Q. 9"
Trường TTGDTX Quận 10,Tp. Hồ Chí Minh,461 Lê Hồng Phong Q10
Trường TTGDTX Quận 11,Tp. Hồ Chí Minh,"133-135 Nguyễn Chí Thanh, P. 16, Q. 11"
Trường TTGDTX Quận 12,Tp. Hồ Chí Minh,"2 bis, Tô Ký, KP3, P. Tân Hiệp Chánh,  Q12"
Trường TTGDTX Quận Gò Vấp,Tp. Hồ Chí Minh,"582 Lê Quang Định, P. 1, Q. Gò Vấp"
Trường TTGDTX Trần Hưng Đạo,Tp. Hồ Chí Minh,88/955E Lê Đức Thọ quận Gò Vấp
Trường TTGDTX Quận Tân Bình,Tp. Hồ Chí Minh,95/55 Trường Chinh Q Tân Bình
Trường TTGDTX TN xung phong,Tp. Hồ Chí Minh,"10/12 Lạc Long Quân, P.9, Q. Tân Bình"
Trường TTGDTX Quận Tân Phú,Tp. Hồ Chí Minh,"78/2/45 Phan Đình Phùng, P. Tân Thành, Q. Tân Phú."
Trường TTGDTX Quận Bình Thạnh,Tp. Hồ Chí Minh,"801/19 Tầm Vu, P. 26, Q. Bình Thạnh"
Trường TTGDTX Gia Định,Tp. Hồ Chí Minh,"153A Xô Viết Nghệ Tĩnh, P. 17,  Q. Bình Thạnh"
Trường TTGDTX Quận Phú Nhuận,Tp. Hồ Chí Minh,109 Phan Đăng Lưu Q Phú Nhuận
Trường TTGDTX Quận Thủ Đức,Tp. Hồ Chí Minh,25/9 Võ Văn Ngân Q Thủ Đức
Trường TTGDTX Quận Bình Tân,Tp. Hồ Chí Minh,"31A Hồ Học Lãm, P An Lạc Q Bình Tân"
Trường TTGDTX H. Bình Chánh,Tp. Hồ Chí Minh,Xã An Phú Tây H Bình Chánh
Trường TTGDTX H. Củ Chi,Tp. Hồ Chí Minh,Khu phố 3 TTr. H Củ Chi
Trường TTGDTX H. Hóc Môn,Tp. Hồ Chí Minh,"65 Đỗ Văn Dậy, Â. Tân Thới 1, X.Tân Hiệp, H Hóc Môn"
Trường TTGDTX H. Nhà Bè,Tp. Hồ Chí Minh,Xã Nhơn Đức H Nhà Bè
Trường TTGDTX H. Cần Giờ,Tp. Hồ Chí Minh,"TTr. Cần Thạnh, H. Cần Giờ"
TT DN&GDTX Hồng Bàng,Hải Phòng,"P.Phan Bội Châu,Q. Hồng Bàng"
TT GDTX Hải Phòng,Hải Phòng,"P. An Biên, Q. Lê Chân"
TT DN&GDTX Lê Chân,Hải Phòng,"P. Dư Hàng, Q. Lê Chân"
TT DN&GDTX Ngô Quyền,Hải Phòng,"P. Gia Viên, Q. Ngô Quyền"
TT DN&GDTX Kiến An,Hải Phòng,"P. Văn Đẩu, Q. Kiến An"
TT DN&GDTX Hải An,Hải Phòng,"P. Đằng Lâm, Q. Hải An"
TT DN&GDTX Đồ Sơn,Hải Phòng,"P. Ngọc Hải, Q. Đồ Sơn"
TT DN&GDTX An Lão,Hải Phòng,"TTr. An Lão, H.An Lão"
TT DN&GDTX Kiến Thụy,Hải Phòng,"TTr. Núi Đối, H. Kiến Thụy"
TT DN&GDTX Thủy Nguyên,Hải Phòng,"Xã Thủy Sơn, H.Thủy Nguyên"
TT DN&GDTX An Dương,Hải Phòng,"TTr. An Dương, H. An Dương"
TT DN&GDTX Tiên Lãng,Hải Phòng,"TTr. Tiên Lãng, H. Tiên Lãng"
TT DN&GDTX Vĩnh Bảo,Hải Phòng,"TTr. Vĩnh Bảo, H. Vĩnh Bảo"
TT DN&GDTX Cát Hải,Hải Phòng,"TTr. Cát Bà, H. Cát Hải"
TT DN&GDTX Q.Dương Kinh,Hải Phòng,"P.Anh Dũng, Q.Dương Kinh"
Trường TTGDTX-HN Hải Châu+BTBK+CĐCN,Đà Nẵng,Q. Hải Châu
TT GDTX-HN Thanh Khê,Đà Nẵng,"Thanh Khê Đông, Thanh Khê"
TT GDTX Thành Phố,Đà Nẵng,"An Hải Đông, Sơn Trà"
TT GDTX -HN N.H. Sơn+ BTĐH Kinh tế,Đà Nẵng,"Hoà Hải, Ngũ Hành Sơn"
TT GDTX-HN Liên Chiểu,Đà Nẵng,"Hoà Khánh Nam, Liên Chiểu"
TT GDTX-HN Hòa Vang,Đà Nẵng,"Hoà Phong, Hoà Vang"
TT GDTX-HN Cẩm Lệ,Đà Nẵng,"Hoà Phát, Cẩm Lệ"
Trường GDTX Tỉnh,Hà Giang,"P. Minh Khai, TP Hà Giang"
Trường GDTX Đồng Văn,Hà Giang,"TT. Đồng Văn, H. Đồng Văn"
Trường GDTX Mèo Vạc,Hà Giang,"TT. Mèo Vạc, H. Mèo Vạc"
Trường GDTX Yên Minh,Hà Giang,"TT. Yên Minh, H. Yên Minh"
Trường GDTX Quản Bạ,Hà Giang,"TT. Tam Sơn, H. Quản Bạ"
Trường GDTX Vị Xuyên,Hà Giang,"TT. Vị Xuyên, H. Vị Xuyên"
Trường GDTX Bắc Mê,Hà Giang,"TT. Bắc Mê, H. Bắc Mê"
Trường GDTX Hoàng Su Phì,Hà Giang,"TT. Vinh Quang, H. Hoàng Su Phì"
Trường GDTX Xín Mần,Hà Giang,"TT. Cốc Pài, H. Xín Mần"
Trường GDTX Bắc Quang,Hà Giang,"TT. Việt Quang, H. Bắc Quang"
Trường GDTX Quang Bình,Hà Giang,TT. Yên Bình - H. Quang Bình
TT GDTX Thành phố Cao Bằng,Cao Bằng,Thành phố Cao Bằng
Trường TTGDTX Tỉnh,Cao Bằng,"Km 4 Đề Thám , TP Cao Bằng"
Trường TTGDTX Bảo Lạc,Cao Bằng,"TT Bảo Lạc, Cao Bằng"
Trường TTGDTX Thông Nông,Cao Bằng,"TT Thông Nông, Cao Bằng"
Trường TTGDTX Hà Quảng,Cao Bằng,"TT Xuân Hoà, Hà Quảng, Cao Bằng"
Trường TTGDTX Trà Lĩnh,Cao Bằng,"TT Hùng Quốc,Trà Lĩnh, Cao Bằng"
Trường TTGDTX Trùng Khánh,Cao Bằng,"TTr. Trùng Khánh, Cao Bằng"
Trường TTGDTX  Nguyên Bình,Cao Bằng,"TT Nguyên Bình, Cao Bằng"
Trường TTGDTX Hoà An,Cao Bằng,"TT Nước Hai, Hoà An, Cao Bằng"
TT GDTX Quảng Uyên,Cao Bằng,"TT Quảng Uyên, Cao Bằng"
Trường TTGDTX Thạch An,Cao Bằng,"TT Đông Khê, Thạch An, Cao Bằng"
Trường TTGDTX Hạ Lang,Cao Bằng,"TT Thanh Nhật, Hạ Lang, Cao Bằng"
Trường TTGDTX Bảo Lâm,Cao Bằng,"Mông Ân, Bảo Lâm, Cao Bằng"
Trường TTGDTX Phục Hoà,Cao Bằng,"TT Tà Lùng , Phục Hoà,Cao Bằng"
Trường Trung tâm GDTX - Hướng nghiệp Tỉnh,Lai Châu,Phường Quyết Thắng -TP Lai Châu - tỉnh Lai Châu
Trường Trung tâm GDTX huyện Tam Đường,Lai Châu,TT Tam Đường - huyện Tam Đường - tỉnh Lai Châu
Trường Trung tâm GDTX huyện Phong Thổ,Lai Châu,TT Phong Thổ - huyện Phong Thổ - tỉnh Lai Châu
Trường Trung tâm GDTX huyện Sìn Hồ,Lai Châu,Xã Phăng Xô Lin - huyện Sìn Hồ - tỉnh Lai Châu
Trường Trung tâm GDTX Mường Tè,Lai Châu,TT Mường Tè - huyện Mường Tè - tỉnh Lai Châu
Trường Trung tâm GDTX huyện Than Uyên,Lai Châu,TT Than Uyên - huyện Than Uyên - tỉnh Lai Châu
Trường Trung tâm GDTX huyện Tân Uyên,Lai Châu,TT Tân Uyên - huyện Tân Uyên - tỉnh Lai Châu
TT GDTX Bắc Hà,Lào Cai,Xã Na Hối -H Bắc Hà
TT GDTX Sa Pa,Lào Cai,Thị trấn Sa Pa -H Sa Pa
TT GDTX Bát Xát,Lào Cai,Thị trấn Bát Xát -H Bát Xát
TT GDTX Si Ma Cai,Lào Cai,Xã Si Ma Cai -H Si Ma Cai
TT GDTX Bảo Thắng,Lào Cai,Thị trấn Phố Lu -H Bảo Thắng
TT GDTX Văn Bàn,Lào Cai,Thị trấn Khánh Yên -H Văn Bàn
Trường TTKT-TH-HN-DN&GDTX tỉnh,Lào Cai,Phố Vạn Hoa -P. Kim Tân -Tp Lào Cai
TT GDTX số 1 TP Lào Cai,Lào Cai,Phường Duyên Hải TP Lào Cai
TT GDTX số 2 TP Lào Cai,Lào Cai,Phường Thống Nhất Tp Lào Cai
TT GDTX Bảo Yên,Lào Cai,Thị trấn Phố Ràng -H Bảo Yên
TT GDTX Mường Khương,Lào Cai,Thị trấn Mường Khương -H Mường Khương
TT GDTX-Hướng nghiệp tỉnh,Tuyên Quang,"P Tân Quang, TP.Tuyên Quang, tỉnh Tuyên Quang"
TT GDTX 1 tỉnh,Lạng Sơn,"Đường Ba Sơn, P. Tam Thanh, TP Lạng Sơn."
TT GDTX Tràng Định,Lạng Sơn,"Số 197, đường Hoàng Văn thụ, Thất Khê, Tràng Định"
TT GDTX Bình Gia,Lạng Sơn,"Thôn Pá Nim, xã Tô Hiệu, H. Bình Gia, Lạng Sơn"
TT GDTX Văn Lãng,Lạng Sơn,Tân Hội - Tân Lang - Văn Lãng - Lạng Sơn
Trường TTGDTX Bắc Sơn,Lạng Sơn,"Khu Hoàng Văn Thụ, TT Bắc Sơn, tỉnh Lạng Sơn"
TT GDTX Văn Quan,Lạng Sơn,Phố Tân Xuân-TTr. Văn Quan-H. Văn Quan
TT GDTX Cao Lộc,Lạng Sơn,"Số 79 đường Mỹ Sơn, khối 6 TTr. Cao Lộc, Cao Lộc"
TT GDTX Lộc Bình,Lạng Sơn,Khu Phiêng Quăn-TT Lộc Bình-H Lộc Bình
TT GDTX Chi Lăng,Lạng Sơn,"TTr. Đồng Mỏ, H.Chi Lăng, Lạng Sơn."
TT GDTX Đình Lập,Lạng Sơn,"Khu 8, TTr. Đình Lập, H. Đình Lập, Lạng Sơn"
TT GDTX 2 tỉnh,Lạng Sơn,"Khu Tân Hòa, TTr. Hữu Lũng, H. Hữu Lũng"
TT GDTX tỉnh,Bắc Kạn,Ph. Minh Khai-TX Bắc Kạn
"TT GDTX-DN H. Chợ Đồn, tỉnh Bắc Kạn",Bắc Kạn,"TTr. Bằng Lũng, H. Chợ Đồn, tỉnh Bắc Kạn"
"TT GDTX H. Bạch Thông, tỉnh Bắc Kạn",Bắc Kạn,"TTr. Phủ Thông, H. Bạch Thông, tỉnh Bắc Kạn"
"TT GDTX H. Na Rì, tỉnh Bắc Kạn",Bắc Kạn,"TTr. Yến Lạc, H. Na Rì, tỉnh Bắc Kạn"
"TT GDTX H. Ngân Sơn, tỉnh Bắc Kạn",Bắc Kạn,xã Vân Tùng - H. Ngân Sơn - tỉnh Bắc Kạn
TT GDTX H. Ba Bể tỉnh Bắc Kạn,Bắc Kạn,TTr. Chợ Rã - H. Ba Bể - Tỉnh Bắc Kạn
"TT GDTX H. Chợ Mới, tỉnh Bắc Kạn",Bắc Kạn,"TTr. Chợ Mới, H. Chợ Mới, tỉnh Bắc Kạn"
"TT GDTX H. Pác Nặm, tỉnh Bắc Kạn",Bắc Kạn,Xã Bộc Bố - H. Pác Nặm - tỉnh Bắc Kạn
Trường TTGDTX TP. Thái Nguyên,Thái Nguyên,"P. Hoàng Văn Thụ, Tp Thái Nguyên"
TT GDTX tỉnh,Thái Nguyên,Ph. Hoàng Văn Thụ TP Thái Nguyên
Trường TTGDTX Thị xã Sông Công,Thái Nguyên,Thị xã Sông Công
Trường TTGDTX H. Định Hoá,Thái Nguyên,"TT Chợ Chu, H. Định Hoá"
Trường TTGDTX H. Phú Lương,Thái Nguyên,"TTr. Đu, H. Phú Lương"
Trường TTGDTX H. Võ Nhai,Thái Nguyên,"TTr. Đình Cả, H. Võ Nhai"
Trường TTGDTX H. Đại Từ,Thái Nguyên,"TTr. Hùng Sơn, H. Đại Từ"
Trường TTGDTX H. Đồng Hỷ,Thái Nguyên,"Thị Trấn Chùa Hang, H. Đồng Hỷ"
Trường TTGDTX H. Phú Bình,Thái Nguyên,"Xã Xuân Phương, H. Phú Bình"
Trường TTGDTX H. Phổ Yên,Thái Nguyên,"Xã Nam Tiến, H. Phổ Yên"
Trường TTGDTX tỉnh,Yên Bái,P.Đồng Tâm -TP Yên Bái
TT DN-GDTX TP Yên Bái,Yên Bái,P.Nguyễn Phúc - TP Yên Bái
TT GDTX-HNDN Tx Nghĩa Lộ,Yên Bái,P. Pú Trạng-TX Nghĩa Lộ
TT DN-GDTX Huyện Văn Yên,Yên Bái,TT. Mậu A- huyệnVăn Yên
TT DN-GDTX Huyện Yên Bình,Yên Bái,TT. Yên Bình - huyện Yên Bình
TT DN-GDTX H. Mù Cang Chải,Yên Bái,TT. Mù Cang Chải - Mù Cang Chải
TT DN-GDTX Huyện Văn Chấn,Yên Bái,Xã Sơn Thịnh -Văn Chấn
TT DN-GDTX Huyện Trấn Yên,Yên Bái,TT. Cổ Phúc -Trấn Yên
TT DN-GDTX Huyện Trạm Tấu,Yên Bái,TT. Trạm Tấu -Trạm Tấu
TT GDTX-HNDN Hồ Tùng Mậu,Yên Bái,TT. Yên Thế - Lục Yên
Trường TTGDTX Thành phố Sơn La,Sơn La,Phường Tô Hiệu - Thành phố Sơn La
Trường Trung tâm GDTX huyện Quỳnh Nhai,Sơn La,Xã Mường Giàng- Huyện Quỳnh Nhai
Trường Trung tâm GDTX huyện Mường La,Sơn La,Thị Trấn -Huyện Mường La
Trường Trung tâm GDTX huyện Thuận Châu,Sơn La,Thị Trấn - Huyện Thuận Châu
Trường Trung tâm GDTX huyện Bắc Yên,Sơn La,Thị Trấn - Huyện Bắc Yên
Trường Trung tâm GDTX huyện Phù Yên,Sơn La,Thị Trấn - Huyện Phù Yên
Trường Trung tâm GDTX huyện Mai Sơn,Sơn La,Thị Trấn Hát Lót - Huyện Mai Sơn
Trường Trung tâm GDTX huyện Yên Châu,Sơn La,Thị Trấn - Huyện Yên Châu
Trường Trung tâm GDTX huyện Sông Mã,Sơn La,Thị Trấn - Huyện Sông Mã
Trường Trung tâm GDTX Mộc Châu,Sơn La,TT Nông  Trường - Huyện Mộc Châu
Trường Trung tâm GDTX huyện Sốp Cộp,Sơn La,Xã Sốp Cộp - Huyện Sốp Cộp
Trường Trung tâm GDTX Việt Trì,Phú Thọ,"Phường Gia Cẩm, TP.Viêt Trì"
Trường Trung tâm GDTX thị xã Phú Thọ,Phú Thọ,"Xã Hà Lộc, Thị xã Phú Thọ"
Trường Trung tâm GDTX–HN Đoan Hùng,Phú Thọ,"Thị trấn Đoan Hùng, huyện Đoan Hùng"
Trường Trung tâm GDTX Thanh Ba,Phú Thọ,"Thị trấn Thanh Ba, huyện Thanh Ba"
Trường Trung tâm GDTX Hạ Hoà,Phú Thọ,"Thị trấn Hạ Hoà, huyện Hạ Hoà"
Trường Trung tâm GDTX – HN Cẩm Khê,Phú Thọ,"Thị trấn Sông Thao, huyện Cẩm Khê"
Trường Trung tâm GDTX Yên Lập,Phú Thọ,"Thị trấn Yên Lập, huyện Yên Lập"
Trường Trung tâm GDTX-HN Thanh Sơn,Phú Thọ,"Thị trấn Thanh Sơn, huyện Thanh Sơn"
Trường Trung tâm GDTX Phù Ninh,Phú Thọ,"Thị trấn Phong Châu, huyện Phù Ninh"
Trường Trung tâm GDTX-HN Lâm Thao,Phú Thọ,"Thị trấn Lâm Thao, huyện Lâm Thao"
Trường Trung tâm GDTX Tam Nông,Phú Thọ,"Thị trấn Hưng Hoá, huyện Tam Nông"
Trường Trung tâm GDTX Thanh Thuỷ,Phú Thọ,"Xã La Phù huyện, Thanh Thuỷ"
Trường Trung tâm GDTX – HN Tân Sơn,Phú Thọ,"Xã Tân Phú, huyện Tân Sơn"
Trường TTGDTX Tỉnh,Vĩnh Phúc,"Ph. Liên Bảo, TPVĩnh Yên"
Trường TTGDTX & DN Tam Dương,Vĩnh Phúc,TTr. Hợp Hoà H Tam Dương
Trường TTGDTX & DN  Lập Thạch,Vĩnh Phúc,TTr. Xuân Hoà H Lập Thạch
Trường TTGDTX & DN Vĩnh Tường,Vĩnh Phúc,Xã Thổ Tang  H Vĩnh Tường
Trường TTGDTX  & DN Yên Lạc,Vĩnh Phúc,TTr. Yên Lạc H Yên Lạc
Trường TTGDTX & DN Bình Xuyên,Vĩnh Phúc,Xã Tam Hợp  H Bình Xuyên
Trường TTGDTX Thị xã Phúc Yên,Vĩnh Phúc,Thị xã Phúc Yên
Trường TTGDTX & DN Tam Đảo,Vĩnh Phúc,H. Tam Đảo
Trường TTHNGDTX tỉnh,Quảng Ninh,"P.Hồng Hải, TP Hạ Long"
Trường TTHNGDTX  Cẩm Phả,Quảng Ninh,"P.Cẩm Sơn, Cẩm Phả"
Trường TTHNGDTX Uông Bí,Quảng Ninh,"P.Quang Trung, Uông Bí"
TT HN&GDTX Móng Cái,Quảng Ninh,"P.Hoà Lạc, TP Móng Cái"
TT HN&GDTX Bình Liêu,Quảng Ninh,"TT Bình Liêu, Bình Liêu"
TT HN&GDTX Đầm Hà,Quảng Ninh,"TT Đầm Hà, Đầm Hà"
TT HN&GDTX Hải Hà,Quảng Ninh,"TT Quảng Hà, Hải Hà"
TT HN&GDTX Tiên Yên,Quảng Ninh,"TT Tiên Yên, Tiên Yên"
TT HN&GDTX Ba Chẽ,Quảng Ninh,"TT Ba Chẽ, H. Ba Chẽ"
Trường TTHNGDTX Đông Triều,Quảng Ninh,"TT Mạo Khê, H.Đông Triều"
Trường TTHN-GDTX  Quảng Yên,Quảng Ninh,"P.Quảng Yên, TX Quảng Yên"
Trường TTHN-GDTX Hoành Bồ,Quảng Ninh,"T.Trấn Trới, Hoành Bồ"
Trường TTHN-GDTX  Vân Đồn,Quảng Ninh,"Cái Rồng, Vân Đồn"
Trường TTHN-GDTX  Cô Tô,Quảng Ninh,"T.trấn Cô Tô, Cô Tô"
TT GDTX tỉnh,Bắc Giang,"P. Dĩnh Kế, Tp. Bắc Giang"
Trường TTGDTX H. Yên Thế,Bắc Giang,"TTr. Cầu Gồ, H. Yên Thế"
Trường TTGDTX H. Lục Ngạn,Bắc Giang,"TTr. Chũ, H. Lục Ngạn"
Trường TTGDTX H. Sơn Động,Bắc Giang,"TTr. An Châu, H. Sơn Động"
Trường TTGDTX H. Lục Nam,Bắc Giang,"TTr. Đồi Ngô, H. Lục Nam"
Trường TTGDTX H. Tân Yên,Bắc Giang,"Xã Cao Xá, H. Tân Yên"
Trường TTGDTX H. Hiệp Hoà,Bắc Giang,"TTr. Thắng, H. Hiệp Hoà"
Trường TTGDTX H. Lạng Giang,Bắc Giang,"TTr. Vôi, H. Lạng Giang"
Trường TTGDTX H. Việt Yên,Bắc Giang,"Xã Bích Sơn, H. Việt Yên"
Trường TTGDTX H. Yên Dũng,Bắc Giang,"Xã Nham Sơn, H. Yên Dũng"
TT GDTX tỉnh Bắc Ninh,Bắc Ninh,Đường Nguyễn Đăng Đạo -TP. Bắc Ninh
Trường TTGDTX Yên Phong,Bắc Ninh,TTr. Chờ -Yên Phong
TT GDTX số 2 tỉnh Bắc Ninh,Bắc Ninh,TTr. Phố Mới - Quế Võ
TT GDTX Tiên Du,Bắc Ninh,TTr. Lim -Tiên Du
TT GDTX Từ Sơn,Bắc Ninh,TX Từ Sơn - Bắc Ninh
TT GDTX Thuận Thành,Bắc Ninh,TTr. Hồ  -Thuận Thành
TT GDTX Gia Bình,Bắc Ninh,TTr Gia Bình - Gia Bình
TT GDTX Lương Tài,Bắc Ninh,TTr Thứa -Lương Tài
TT GDTX TP. Hải Dương,Hải Dương,"P. Quang Trung, TP. Hải Dương"
TT GDTX - HN - DN Chí Linh,Hải Dương,"Thái Học, TX. Chí Linh"
TT GDTX Nam Sách,Hải Dương,"Thị trấn Nam Sách, H. Nam Sách"
TT GDTX Kinh Môn,Hải Dương,"TT An Lưu, H Kinh Môn"
TT GDTX Gia Lộc,Hải Dương,"Xã Phương Hưng, H. Gia Lộc"
TT GDTX Tứ Kỳ,Hải Dương,"TT Tứ Kỳ, H. Tứ Kỳ"
TT GDTX Thanh Miện,Hải Dương,"TT Thanh Miện, H. Thanh Miện"
TT GDTX Ninh Giang,Hải Dương,"Xã Hồng Phong, H. Ninh Giang"
TT GDTX Cẩm Giàng,Hải Dương,"Xã Tân Trường, H. Cẩm Giàng"
TT GDTX Thanh Hà,Hải Dương,"TT Thanh Hà, H. Thanh Hà"
TT GDTX Kim Thành,Hải Dương,"Xã Cổ Dũng, H. Kim Thành"
TT GDTX Bình Giang,Hải Dương,"Xã Thái Học, H. Bình Giang"
TT GDTX TP Hưng Yên,Hưng Yên,"Ph. Quang Trung, TP Hưng Yên"
TT GDTX Kim Động,Hưng Yên,TTr. Kim Động
TT GDTX Ân Thi,Hưng Yên,TTr. Ân Thi
Trường TTGDTX Khoái Châu,Hưng Yên,TTr. Khoái Châu
TT GDTX Phố Nối,Hưng Yên,Xã Nghĩa Hiệp H Yên Mỹ
TT GDTX Tiên Lữ,Hưng Yên,TTr. Vương H Tiên Lữ
TT GDTX Phù Cừ,Hưng Yên,Xã Phan Sào Nam H Phù Cừ
TT GDTX Mỹ Hào,Hưng Yên,Xã Phùng Chí Kiên H Mỹ Hào
TT GDTX Văn Lâm,Hưng Yên,TTr. Như Quỳnh H Văn Lâm
TT GDTX Văn Giang,Hưng Yên,"TTr. Văn Giang, HY"
TT GDTX thành phố HB,Hoà Bình,Ph. Phương Lâm -Thành phố HB
TT GDTX tỉnh Hoà Bình,Hoà Bình,Ph. Tân Thịnh -Thành phố HB
TT GDTX Đà Bắc,Hoà Bình,TTr. Đà Bắc -H. Đà Bắc
TT GDTX Mai Châu,Hoà Bình,TTr. Mai Châu -H. Mai Châu
TT GDTX&DN Tân Lạc,Hoà Bình,TTr. Mường Khến -H. Tân Lạc
TT GDTX&DN Lạc Sơn,Hoà Bình,TTr. Vụ Bản -H. Lạc Sơn
TT GDTX&DN Kỳ Sơn,Hoà Bình,TTr. Kỳ Sơn -H. Kỳ Sơn
TT GDTX Lương Sơn,Hoà Bình,TTr. Lương Sơn -H. Lương Sơn
TT GDTX Kim Bôi,Hoà Bình,TTr. Bo -H. Kim Bôi
TT GDTX Lạc Thuỷ,Hoà Bình,TTr. Chi Nê -H. Lạc Thuỷ
TT GDTX Yên Thuỷ,Hoà Bình,TTr. Hàng Trạm -H. Yên Thuỷ
TT GDTX Cao Phong,Hoà Bình,TTr. Cao Phong -H. Cao Phong
Trường Trung tâm GDTX Tỉnh Hà Nam,Hà Nam,"Xã Liêm Chung, TP Phủ Lý"
Trường Trung tâm GDTX Duy Tiên,Hà Nam,"TTr. Hoà Mạc, Duy Tiên"
Trường Trung tâm GDTX Kim Bảng,Hà Nam,"TTr. Quế , Kim Bảng"
Trường Trung tâm GDTX Lý Nhân,Hà Nam,"TTr. Vĩnh Trụ, Lý Nhân"
Trường Trung tâm GDTX Thanh Liêm,Hà Nam,"Xã Thanh Lưu, Thanh Liêm"
Trường Trung tâm GDTX Bình Lục,Hà Nam,"TTr. Bình Mỹ, Bình Lục"
Trường TTGDTX Trần Phú,Nam Định,"28 Phạm Hồng Thái, Tp NĐ"
TT GDTX Tỉnh Nam Định,Nam Định,"Phường Lộc Hạ, TP. Nam Định"
Trường TTGDTX Mỹ Lộc,Nam Định,"Km5, QL 21 A NĐ-HN"
Trường TTGDTX Xuân Trường,Nam Định,"TT Xuân Trường, H. Xuân Trường"
Trường TTGDTX Giao Thuỷ,Nam Định,"Xã Giao Nhân,  H. Giao Thuỷ"
Trường TTGDTX A H. Ý Yên,Nam Định,"TTr. Lâm,  H. Ý Yên"
Trường TTGDTX Liên Minh,Nam Định,"Xã Liên Minh,  H. Vụ Bản"
Trường TTGDTX H. Nam Trực,Nam Định,"Xã Nam Hồng,  H. Nam Trực"
