,Unnamed: 0,ID,ícanstatus
0,0,100010172748146,Yes
1,1,100006703741421,Yes
2,2,100073734591574,
3,3,100051172246121,
4,4,100021583512910,
5,5,100003824367264,
6,6,100010244645583,
7,7,100026662443888,
8,8,100004882901901,
9,9,100017035385294,
10,10,100023029097438,
11,11,100000117952821,
12,12,100001904808553,
13,13,100019332728742,
14,14,100078363558610,
15,15,100006294512805,
16,16,100004689845782,
17,17,100009931421760,
18,18,100011411611205,
19,19,100009863618435,
20,20,100005157911105,
21,21,100043957144603,
22,22,100021786702487,
23,23,100035809441626,
24,24,100000265784571,
25,25,100026692726403,
26,26,100033825254840,
27,27,100008019575166,
28,28,100005270323728,
29,29,100014099509444,
30,30,100010250734769,
31,31,100009784219192,
32,32,100010254281000,
33,33,100006490593852,
34,34,100016821016115,
35,35,100009704298954,
36,36,100051483226748,
37,37,100003659119709,
38,38,100009199475224,
39,39,100030464454029,
40,40,100008060143268,
41,41,100005656152674,
42,42,100023142908168,
43,43,100009926500978,
44,44,100006026476875,
45,45,100004898988987,
46,46,100008561311563,
47,47,100066683737103,
48,48,100054694881580,
49,49,100011079155704,
50,50,100007173120049,
51,51,100008390320136,
52,52,100009934950777,
53,53,100024877831372,
54,54,100003806795836,
55,55,100003322234140,
56,56,100000217647264,
57,57,100005420568053,
58,58,100014683355457,
59,59,100061455626464,
60,60,100010673493965,
61,61,100008392925414,
62,62,100023961693813,
63,63,100003088474976,
64,64,100044866380158,
65,65,100038771661700,
66,66,100026247001648,
67,67,100015655687511,
68,68,100007359604470,
69,69,100013480513023,
70,70,100048131434672,
71,71,100000289835000,
72,72,100012603164288,
73,73,100004280045560,
74,74,100005785801261,
75,75,100009613639853,
76,76,100054677350018,
77,77,100003297369647,
78,78,100009871479829,
79,79,100005140878208,
80,80,100008812159032,
81,81,100027405740227,
82,82,100007318513594,
83,83,100016741362092,
84,84,100011155896255,
85,85,100004021939558,
86,86,100035725951787,
87,87,100000155743557,
88,88,100010233189585,
89,89,100013692812002,
90,90,100007145374295,
91,91,100009387562842,
92,92,100004749632692,
93,93,100010054151771,
94,94,100004179635377,
95,95,100004054295002,
96,96,100052061371923,
97,97,100067064914045,
98,98,100074775122703,
99,99,100039241748064,
100,100,100052749140339,
101,101,100004917456460,
102,102,591731863,
103,103,100008067158977,
104,104,100006298955354,
105,105,100007858844667,
106,106,100004507833184,
107,107,100009487389163,
108,108,100054819125968,
109,109,100025238826385,
110,110,100004017092456,
111,111,100003157086449,
112,112,100005622751404,
113,113,100051076453288,
114,114,100010052892845,
115,115,1259259210,
116,116,100007068700824,
117,117,100007836815860,
118,118,100002248186826,
119,119,100074573221181,
120,120,100004406131039,
121,121,100042822187244,
122,122,100043837200697,
123,123,100008320065195,
124,124,100016064583975,
125,125,100004858381544,
126,126,100004073480695,
127,127,100009380186571,
128,128,100004550233250,
129,129,100012707803627,
130,130,100039389914580,
131,131,100009603499356,
132,132,100007451290321,
133,133,100028619610465,
134,134,100015741798048,
135,135,1596654913,
136,136,100008307738009,
137,137,100053200761286,
138,138,100044895053567,
139,139,100009296571491,
140,140,100035401642291,
141,141,100002238800136,
142,142,100009475307338,
143,143,100040398945093,
144,144,100009290980648,
145,145,100011708580415,
146,146,100009321988065,
147,147,100002909873951,
148,148,100012127930034,
149,149,100024383675865,
150,150,100007453244407,
151,151,100004952564439,
152,152,100008574270899,
153,153,100000717615611,
154,154,100003140984219,
155,155,100011377480174,
156,156,100020154721746,
157,157,100078112447349,
158,158,100006618558809,
159,159,100008398846092,
160,160,100041834160641,
161,161,100007974454315,
162,162,100011202076720,
163,163,100006598816802,
164,164,100047592467429,
165,165,100011173905395,
166,166,100003985539854,
167,167,100024078517798,
168,168,100007087607890,
169,169,100051301098859,
170,170,100052414972763,
171,171,100008636584752,
172,172,100040641862576,
173,173,100010330623762,
174,174,100048434563419,
175,175,100029010631324,
176,176,100010001207152,
177,177,100002926371830,
178,178,100009569101512,
179,179,100025140429528,
180,180,100001445381919,
181,181,100022313536622,
182,182,100007607732835,
183,183,100059322200571,
184,184,100078952423108,
185,185,100007135036618,
186,186,100001081698902,
187,187,100007116940080,
188,188,100050135792506,
189,189,100008216377465,
190,190,1001664275,
191,191,100006154515658,
192,192,100006600942506,
193,193,100008456416482,
194,194,100009211442987,
195,195,100006703591302,
196,196,100012701611719,
197,197,100069270196057,
198,198,100056476680260,
199,199,100000310263949,
200,200,100004706299176,
201,201,100013835870108,
202,202,100011249833595,
203,203,100009213250100,
204,204,100058893502614,
205,205,100004392301141,
206,206,100002315961510,
207,207,100005164937878,
208,208,100000933248997,
209,209,100008634611625,
210,210,100036476002851,
211,211,100002038626591,
212,212,100008159193456,
213,213,100001804789020,
214,214,100031041341026,
215,215,100009560532049,
216,216,100011457405091,
217,217,100003510666868,
218,218,100009717512631,
219,219,100013109350010,
220,220,100044218173857,
221,221,100070443300886,
222,222,100022223645024,
223,223,100009952606013,
224,224,100039345303035,
225,225,100005091677451,
226,226,100041388167581,
227,227,100076077764960,
228,228,100006866355195,
229,229,100003948862844,
230,230,100070715432927,
231,231,100004347374610,
232,232,100048966634438,
233,233,100013778564005,
234,234,100013168891852,
235,235,100001801720399,
236,236,100004632002802,
237,237,100025506167122,
238,238,100006241247365,
239,239,100006800687011,
240,240,100073294364974,
241,241,100005929453650,
242,242,100003744377255,
243,243,100001909291646,
244,244,100005120472202,
245,245,100005295428828,
246,246,100013712110454,
247,247,100006321937785,
248,248,100080140213805,
249,249,100034683603372,
250,250,100004891517574,
251,251,100027881271075,
252,252,100006833355417,
253,253,100007026215293,
254,254,100018485484047,
255,255,100015129124951,
256,256,100005704154297,
257,257,100008104773923,
258,258,100003813490822,
259,259,100007795593892,
260,260,100038703699050,
261,261,100009401594989,
262,262,100009703990471,
263,263,100040440750215,
264,264,100009558215303,
265,265,100035378014206,
266,266,100007072058778,
267,267,100011068122193,
268,268,100056031476787,
269,269,100012813917778,
270,270,100004181679728,
271,271,100001443669643,
272,272,100006455965872,
273,273,100005933832777,
274,274,100055521437323,
275,275,100012674801457,
276,276,100024195710134,
277,277,100008460102084,
278,278,100024655908654,
279,279,100014044953113,
280,280,100006963675164,
281,281,100004517773734,
282,282,100039517862139,
283,283,100006766891012,
284,284,100051443709662,
285,285,100005757760003,
286,286,100051099544481,
287,287,100010649297268,
288,288,1685299939,
289,289,100006013921990,
290,290,100034844600886,
291,291,100003321037128,
292,292,100015687829255,
293,293,100007375954859,
294,294,100010501721169,
295,295,100035473638036,
296,296,100010064230990,
297,297,100003907576807,
298,298,100075239203112,
299,299,100021765224350,
300,300,100022093150193,
301,301,100004411324732,
302,302,100008701962112,
303,303,100000996974090,
304,304,100010277381971,
305,305,100006383806024,
306,306,100003824824765,
307,307,100020511761337,
308,308,100001804420629,
309,309,100009287631835,
310,310,100004290067877,
311,311,100009758657796,
312,312,100004667327962,
313,313,100004405633774,
314,314,100003726025362,
315,315,100007702212869,
316,316,100008698204063,
317,317,100012728444410,
318,318,100006810436092,
319,319,100004192537936,
320,320,100067768725214,
321,321,100001323746303,
322,322,100057493814531,
323,323,100009512292102,
324,324,100013507638325,
325,325,100006047677803,
326,326,100007533962143,
327,327,100000304655602,
328,328,100010322829534,
329,329,100004361445032,
330,330,100009856599826,
331,331,100004149666627,
332,332,100005297868918,
333,333,100006978451846,
334,334,100006863614653,
335,335,100012024880922,
336,336,100003018702284,
337,337,100000885893196,
338,338,100009592668838,
339,339,100004122703982,
340,340,100005096410199,
341,341,100022812563766,
342,342,100012857644063,
343,343,100027339620781,
344,344,100078668597489,
345,345,100040392394413,
346,346,100079107181451,
347,347,100004710787273,
348,348,100001439759229,
349,349,100003795409085,
350,350,100006054258566,
351,351,100078863509056,
352,352,100041865039934,
353,353,100019417965413,
354,354,100003279145069,
355,355,100014211606660,
356,356,100007162413804,
357,357,100043135450699,
358,358,100016436887248,
359,359,100001306981853,
360,360,100058504423057,
361,361,100039731239658,
362,362,100048657580249,
363,363,100006099731092,
364,364,100040593654037,
365,365,100005794509343,
366,366,100004767420848,
367,367,100006667361979,
368,368,100004809827518,
369,369,100011317633439,
370,370,100040691206146,
371,371,100004305880326,
372,372,100006906879571,
373,373,100035932895818,
374,374,100029094698141,
375,375,1243595347,
376,376,100023595561200,
377,377,100007664716136,
378,378,100061066421627,
379,379,100014912653990,
380,380,100003547603835,
381,381,100003127701755,
382,382,100064594699022,
383,383,100011501016544,
384,384,100004649083002,
385,385,100035764063870,
386,386,100008233482406,
387,387,100061881521064,
388,388,100075668195217,
389,389,100011308786958,
390,390,100003944654914,
391,391,100040508916077,
392,392,100010704873565,
393,393,100012504139546,
394,394,100034931809907,
395,395,100079886374819,
396,396,100014141976131,
397,397,100029081524585,
398,398,100000011816681,
399,399,100077584620552,
400,400,100014223465263,
401,401,100076830432747,
402,402,100004995843811,
403,403,100029328623540,
404,404,100014959689675,
405,405,100011592192235,
406,406,100012297755240,
407,407,100074354845595,
408,408,100009437182687,
409,409,100009077444952,
410,410,100046188759252,
411,411,100035042192783,
412,412,100013349051578,
413,413,100005691461100,
414,414,100031366562655,
415,415,100009299061635,
416,416,100010746242848,
417,417,100010094555874,
418,418,100007725392333,
419,419,1263127304,
420,420,100002758008553,
421,421,100010010687760,
422,422,100031047185754,
423,423,100036729425443,
424,424,100078113211974,
425,425,100024114526430,
426,426,100026667482625,
427,427,100005867403090,
428,428,100008609776821,
429,429,100007519895160,
430,430,100003627890637,
431,431,100017926663958,
432,432,100027984791607,
433,433,100006658084746,
434,434,100002415645541,
435,435,100009445815715,
436,436,100009683766108,
437,437,100010284070313,
438,438,100062103691665,
439,439,100008602563832,
440,440,100053573663078,
441,441,582379587,
442,442,100047402474207,
443,443,100003968499127,
444,444,100016239245584,
445,445,100005539089624,
446,446,100007024264695,
447,447,100005939118485,
448,448,100031966808558,
449,449,100004149511643,
450,450,100003373484083,
451,451,100014652766995,
452,452,100009262643159,
453,453,100043840951672,
454,454,100037157903224,
455,455,100003254517611,
456,456,100014394340704,
457,457,100075444375822,
458,458,100009834093212,
459,459,100048627290226,
460,460,100003022411311,
461,461,100022690881034,
462,462,100008618049134,
463,463,100024680631815,
464,464,100011554686636,
465,465,100005565794255,
466,466,100076601017413,
467,467,100006333937348,
468,468,100015111371400,
469,469,100043037281656,
470,470,100001855276770,
471,471,100003472731698,
472,472,100003822237343,
473,473,100050112531035,
474,474,100014867052547,
475,475,100022589701415,
476,476,100011094798322,
477,477,100007698732172,
478,478,100034781232511,
479,479,100032453853486,
480,480,100027573300586,
481,481,100004079970922,
482,482,100010104276531,
483,483,100006194168418,
484,484,100007957234432,
485,485,100009754957055,
486,486,100012769059472,
487,487,100004019275314,
488,488,100006745507345,
489,489,100022516635667,
490,490,100008692171925,
491,491,100025004100811,
492,492,100009687160032,
493,493,100005136126215,
494,494,100004978689883,
495,495,100037695222424,
496,496,100005136971078,
497,497,100022410045418,
498,498,100009524942516,
499,499,100041951822660,
500,500,100029825345235,
501,501,100016544529983,
502,502,100000357789366,
503,503,100042557443227,
504,504,100006880159453,
505,505,100028905981749,
506,506,100012324825189,
507,507,100005644964246,
508,508,100009976893852,
509,509,100050438121784,
510,510,100045490350083,
511,511,100071222125642,
512,512,100023051432387,
513,513,100001551060538,
514,514,100008874517284,
515,515,653184924,
516,516,100004373621458,
517,517,100030132677702,
518,518,100026985075719,
519,519,100006715964058,
520,520,100008378201150,
521,521,100005041025073,
522,522,100009216419280,
523,523,100004070798515,
524,524,100072846594079,
525,525,100008291830708,
526,526,100025745468987,
527,527,100046672620892,
528,528,100040427670107,
529,529,100055246065706,
530,530,100009086733147,
531,531,100027270390606,
